"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"742","31_2847_N_N",31.2847,21,71,65,18.2485395833333,5.41561875,0.819025,389.045416446855,254.647908947033,127.323954473516,56932,NA,NA,31,31,2847,"N","N",0,1999,"23","1400",NA,"","",1999,71,1,1,1,100,95,1,3,1,2,1,5,"09/09/99 00:00:00","12/30/99 15:42:00",1,1,1,1,4,13,NA,NA,"9","0",NA,4,NA,265,0,5,0,3,"2",3,"DEJO UN 20% DE OCUPACION PARA EL  RESTO DE SP.
31,SUBPISO FORMADO POR EL BOJ.
31,PIE CON UN RUM DE 59-G,NO ENTRA POR
DISTANCIA (15,4).
31,EN LA PARCELA SE OBSERVAN ALGUNOS PIES  SEÑALADOS.",14,21,"09/09/99 00:00:00","12/30/99 14:23:17","09/09/99 00:00:00","12/30/99 15:44:26",81,159,20,380,6,NA,NA,NA,NA,NA,NA,"D",1,"31.2847.N.N","IFN3","31_2847",35.8375,13789.8916247844,8178.79568666684,24.4831833333333,771.017279867404,0,17.8853211009174,10.6077981651376,20.1074476137894,16.5625,59.310079507566,46.2155563306592,543.573524579916,21.7441308563331,40.470387663711,-1.09663626857787,42.6608974131846,"1997_2007",6.24242424242424,15.5075757575758,10.875,818.463634490967,39.2078387780104
"743","31_2852_N_N",31.2852,21,71,NA,14.7359625,4.69005694444444,NA,268.795014999645,205.133037762887,NA,56938,NA,NA,31,31,2852,"N","N",0,1999,"23","1398",NA,"","",1999,209,1,1,1,90,70,1,2,4,1,2,5,"09/15/99 00:00:00","12/30/99 15:32:00",1,2,1,1,5,3,NA,NA,"4","0",NA,0,NA,37,0,4,0,1,"2",1,"HAY ARANDANO.
31,PIE CON UN RUM DE 252-G,NO ENTRA POR
DISTANCIA(10.2).
31,PIE CON UN RUM DE 213-G,NO ENTRA POR
DISTANCIA(15.4).
31,PIE CON UN RUM DE 383-G,NO ENTRA POR
DISTANCIA(10.3).
31,PIE 9 DIAMETRO COMPROBADO.",14,21,"09/15/99 00:00:00","12/30/99 14:26:13","09/15/99 00:00:00","12/30/99 15:51:27",85,159,310,88,7,NA,NA,NA,NA,NA,NA,"D",1,"31.2852.N.N","IFN3","31_2852",32.69375,10241.0900714865,5326.38542880876,19.4260194444444,473.928052762533,0,21.6089552238806,11.2388059701493,22.8449788728616,13,52.0099461251554,39.7629516344867,410.088766912361,35.3346211753239,65.7651403205766,-1.1334895952999,42.6524990730524,"1997_2007",6.46969696969697,15.7575757575758,11.1136363636364,804.727275674993,38.1141013236811
"744","31_2854_N_N",31.2854,71,21,378,16.4339597222222,14.1955611111111,0.81,1107.01104861696,282.942121052258,31.8309886183791,56940,NA,NA,31,31,2854,"N","N",0,1999,"23","1400",NA,"","",1999,209,1,1,1,100,100,1,2,1,3,1,5,"09/12/99 00:00:00","12/30/99 11:51:00",1,1,1,1,8,7,NA,NA,"0","0",NA,0,NA,246,0,6.8,0,3,"2",2,"PIE CON UN RUM DE 4-G,NO ENTRA POR
DISTANCIA(10,5).
31,PIE CON UN RUM DE 169-G,NO ENTRA POR
DISTANCIA(10.3).
31,PIE CON UN RUM DE 187-G,NO ENTRA POR
DISTANCIA(10,3).
31,PIE CON UN RUM DE 213-G,NO ENTRA POR
DISTANCIA(5.2).
31,PIE CON UN RUM DE 281-G,NO ENTRA POR
DISTANCIA (5.3).
31,DIAMETRO DEL PIE N-18 MEDIDO POR DEBAJO  DE 1,30-M.
31,HAY ARANDANO EN LA PARCELA.",14,21,"09/08/99 00:00:00","12/30/99 11:27:30","09/08/99 00:00:00","12/30/99 11:55:44",28,159,60,125,8,NA,NA,NA,NA,NA,NA,"D",1,"31.2854.N.N","IFN3","31_2854",30.7375,21899.7201694448,16746.6367897805,31.4395208333333,1421.7841582876,0,15.4029850746269,11.7786069651741,16.7793905658458,17.125,76.4696382428941,55.7137047580317,749.731452812997,15.4864753059695,28.8235783401997,-1.10910362476253,42.6520990091337,"1997_2007",6.24242424242424,15.5075757575758,10.875,818.463634490967,39.2078387780104
"745","31_2966_N_N",31.2966,21,71,NA,19.1619888888889,4.57214375,NA,268.795014999645,318.309886183791,NA,57083,NA,NA,31,31,2966,"N","N",0,1999,"30","9433",NA,"","",1999,203,1,1,1,100,70,1,2,1,2,2,5,"09/30/99 00:00:00","12/30/99 12:38:00",1,1,1,1,6,5,NA,NA,"0","0",NA,0,NA,170,0,12.5,0,2,"3",3,"DEJO 10% A RESTANTES ESPECIES. 
31,PARCELA Y ALREDEDORES  FUERTEMENTE  QUEMADOS.
31,PIE A 16.2M Y   37G NO ENTRA POR POCO.
31,PIE 6   ENTRA    POR     PENDIENTE.
31,PIE MUERTO   ENTRA  POR     PENDIENTE.
31,PIE A 15.1M Y   255G  NO   ENTRA POR POCO.
31,PIE 21  ENTRA  POR   PENDIENTE.",15,17,"09/30/99 00:00:00","12/30/99 10:38:31","09/30/99 00:00:00","12/30/99 13:21:06",163,65,273,260,10,NA,NA,NA,NA,NA,NA,"D",1,"31.2966.N.N","IFN3","31_2966",34.325,12245.9118379674,5867.51223532121,23.7341326388889,587.104901183436,0,20.8581325301205,9.99397590361446,22.6873561597219,13.625,47.9140493003509,39.6941005098325,502.406365976576,30.2904437762319,56.3768683250406,-1.1031910377527,42.4448839311494,"1997_2007",6.54545454545455,16.7575757575758,11.6515151515152,686.581813638861,31.7105666201293
"746","31_638_N_N",31.638,71,21,378,20.3226343888889,5.46780725,2.10018125,335.569355567978,79.3652649551585,190.985931710274,57587,NA,NA,31,31,638,"N","N",0,1999,"10","9283",NA,"","",1999,92,1,1,1,95,75,1,2,1,3,2,4,"09/07/99 00:00:00","12/30/99 14:46:00",1,2,1,1,5,1,NA,NA,"0","0",NA,0,NA,125,0,7,0,2,"2",2,"LOS PINOS SILVESTRES NO COSTITUYEN UNA          MASA, HAY UNOS CUANTOS Y ESTAN          DISPERSOS POR EL HAYEDO, DEBEN DE    VENIR       DE ALGUNA ANTIGUA    REPOBLACION O       REPOBLACION    CERCANA.
31,10% OCU RES    ESP.
31,PIE 1 DM    COMPROBADO. 
31,PIE 22 DM       COMPROBADO.
31,ROBLE PETRAEA A 16.4M Y 53G     CON DM 42.2  Y 39.4CM.
31,VIENTO  DURANTE    APEO.
31,ALGUNAS HAYAS  MARCADAS.
31,HAY   HELECHOS.",6,28,"09/07/99 00:00:00","12/30/99 13:50:25","09/07/99 00:00:00","12/30/99 15:20:00",90,92,135,320,8,NA,NA,NA,NA,NA,NA,"D",1,"31.638.N.N","IFN3","31_638",39.1494350282486,13212.732139156,6132.98268039849,27.8906228888889,605.920552233411,0,21.8060471632034,10.1217604482839,24.208970672707,14.0734463276836,46.4172179970512,35.9480189625439,575.445197875806,28.8663382990218,53.7263093711095,-1.46583551259552,43.0266309188702,"1997_2007",5.85606060606061,14.4015151515152,10.1287878787879,1081.67273113944,53.737598987733
"747","31_760_N_N",31.76,71,21,NA,23.39868275,7.042732,NA,645.249507059675,44.7048551262568,NA,57727,NA,NA,31,31,760,"N","N",0,1999,"13","8958",NA,"","",1999,NA,1,1,1,100,100,1,2,1,3,2,5,"09/01/99 00:00:00","12/30/99 09:58:00",1,1,1,1,8,4,NA,NA,"4","0",NA,0,NA,383,0,4,0,2,"2",2,"PARCELA LOCALIZADA EN UNA MASA DE HAYAS CON PINO SILVESTRE.
31,PRESENTE JOSE    ANGEL  GIL.
31,CLAVE 0110 DAPHNE LAUREOLA.",4,31,"09/01/99 00:00:00","12/30/99 09:47:42","09/01/99 00:00:00","12/30/99 11:09:44",82,10,345,120,10,NA,NA,NA,NA,NA,NA,"D",1,"31.760.N.N","IFN3","31_760",36.5257978723404,15502.2078265215,12669.299354357,30.44141475,689.954362185932,0,22.468453967603,18.3625179413574,23.7015797276688,20.1515957446808,81.7257741357463,55.170857088767,633.350628954674,18.892106070918,35.1621714165372,-1.99466249002131,42.9604612056271,"1997_2007",5.38636363636364,14.1439393939394,9.76515151515152,1071.62726948478,54.2180144009164
"758","33_2468_N_N",33.2468,71,21,NA,11.280968,5.3085375,NA,15.278874536822,134.397507499823,NA,61192,NA,NA,33,33,2468,"N","N",0,1994,"6","6048",NA,"","",1998,NA,1,1,1,100,60,1,2,1,2,2,5,"","",1,2,1,1,5,3,NA,NA,"0","0",NA,0,NA,310,0,13.5,0,3,"3",3,"PARCELA CON EL SUELO CUBIERTO CON ABUNDANTE NIEVE, Y LEVANTAMIENTO DIFICULTOSO POR NEVAR COPIOSAMENTE.
33,20 % RESTO DE SP.
33,PIES MEDIDOS CON CINTA: 3, 4, 8.
33,SE VEN RESTOS DE UN INCENDIO DE HACE VARIOS AÑOS.",14,NA,"12/03/98 00:00:00","12/30/99 15:50:00","12/03/98 00:00:00","12/30/99 17:16:00",NA,37,325,160,7,NA,NA,NA,NA,NA,NA,"",NA,"33.2468.N.N","IFN3","33_2468",32.8848139255702,4386.21120187027,1659.80921762281,16.5895055,149.676382036645,0,29.3046313799622,11.0893194706994,37.5660161826304,11.5186074429772,37.8415252077938,35.0271327946322,287.743660866123,70.9615975066596,132.07441489869,-5.67057252238092,43.1948301256526,"1997_2007",7.39393939393939,16.1212121212121,11.7575757575758,926.063640247692,42.5628135489886
"877","42_105_A_1 ",42.105,21,71,NA,7.31209052777778,6.03562013888889,NA,273.887973178586,148.544613552436,NA,72918,NA,NA,42,42,105,"A","1 ",0,1984,"K","0002",2000,"","1-3 ",2003,420,1,1,1,100,65,1,2,2,2,2,4,"","",1,2,1,1,13,3,NA,NA,"0","1","2",5,NA,260,0,9,0,2,"3",3,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS  ESPECIES. LA EDAD DE LA MASA DE  PINOS HA SIDO ESTIMADA CON LOS  DATOS DEL IFN2. ARBOL N9 MEDIDO POR  ENCIMA DE 1.30. A 271 GRS HAY UN PIE QUE NO ENTRA POR DISTANCIA.TODOS LOS  RESTOS DE LAS CLARAS Y PODAS PERMANECEN  ESPARCIDOS POR EL SUELO.",8,990,"11/20/03 12:53:28","","11/20/03 13:44:34","",51,422,162,365,12,78335,26,0,78335,25,0,"T",99,"42.105.A.1 ","IFN3","42_105",25.9149456521739,8211.46135454233,5249.49590741281,13.3477106666667,422.432586731022,0,19.4385130609511,12.4268251841929,20.0576359744643,14.1902173913043,63.9288876943804,54.7568865540491,296.635203058727,34.2872176986522,63.8157027909144,-2.85565553589816,41.7580049135462,"1997_2007",4.3030303030303,16.1439393939394,10.2234848484848,516.52727182345,25.5409626824107
"881","42_118_A_3C",42.118,71,21,NA,21.4473986111111,3.95226155555556,NA,604.788783749202,47.5342763367794,NA,73061,NA,NA,42,42,118,"A","3C",0,1984,"K","0001",2000,"","1-3 ",2003,420,1,1,1,0,80,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,90,NA,8.5,NA,2,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.F.C.C ARBOREA: 80%.HAY REGENERACION NATURAL DE HAYA,MAJUELO.ESCASA PRESENCIA DE  MATORRAL.PENDIENTE: 90 GRS Y 8.50.ARBOL  N11 MEDIDO POR DEBAJO DE  1.30.ARBOLES   N14 Y 15 MEDIDOS MUY POR  ENCIMA DE   1.30.ARBOL N18 ENTRA POR  PENDIENTE.ALGUNOSPIES PRESENTAN DAÑOS  POR NIEVE.LOCALIZACION: 2,ACCESO:  2,LEVANTAMIENTO: 2.",8,990,"12/03/03 09:59:10","","12/03/03 10:51:54","",53,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"42.118.A.3C","IFN3","42_118",30.6809782608696,13894.0426195438,8825.38916880152,25.3996601666667,652.323060085982,0,21.2993276946432,13.5291693775754,22.2657663102331,14.3451086956522,63.519232022417,46.7557082883106,541.660841794323,27.2938494039987,50.7995777579243,-2.50425831708279,42.0902659246908,"1997_2007",2.60606060606061,12.9848484848485,7.79545454545454,745.754544778304,41.9070242276441
"886","42_147_A_1 ",42.147,21,71,57,8.3695375,7.87503819444444,0.43230625,194.522708223428,650.766878420194,31.8309886183791,73405,NA,NA,42,42,147,"A","1 ",0,1984,"L","0002",2000,"","3-1 ",2003,420,1,1,1,90,70,1,2,1,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","0",NA,5,NA,123,0,4,0,3,"3",2,"REJON ENCONTRADO POR PIES DEL IFN2. LA PARCELA ESTA MAL PINCHADA,EL REJON SE ENCUENTRA A UNOS 200 MTS DEL SITIO ORIGINAL.10% DE OCUPACION PARA RESTO DE ESPECIES. SE HAN REALIZADO PODAS PARA  TOMAR LAS MEDIDAS.",8,990,"12/02/03 13:16:04","","12/02/03 14:13:53","",58,422,86,195,10,78348,30,0,78348,29,0,"T",99,"42.147.A.1 ","IFN3","42_147",27.525,12680.4048326083,8903.83487186326,16.6768819444444,877.120575262001,0,14.4568548387097,10.1512096774194,15.5590414280987,11.3125,70.217276099629,41.0990009082652,409.730259191474,29.8477609945163,55.55294282963,-2.03736368264718,41.7810826599124,"1997_2007",3.86363636363636,16.530303030303,10.1969696969697,555.118180513382,27.4852212407226
"887","42_149_A_4 ",42.149,71,21,43,16.7075041666667,10.5596825555556,0.3969,785.164385920017,199.19125322079,31.8309886183791,73423,NA,NA,42,42,149,"A","4 ",0,2000,"","3-1 ",1984,"L","0003",2004,NA,1,1,1,85,85,1,2,4,2,1,4,"","",1,2,2,1,6,5,NA,NA,"0","0",NA,0,NA,0,NA,3.2,NA,3,"3",2,"[IDENTIFICACIÓN Y CLASIFICACIÓN] REJON NO ENCONTRADO POR FALTA DE REFERENCIAS.
42,[PIESMAY 008-071] DIAMETROS COMPROBADOS.
42,[PIESMAY 029-021] ENTRA POR PENDIENTE.
42,[PIES MAYORES] ARBOL N31 DIAMETROS MEDIDOS CON PERIMETRO.",8,990,"03/12/04 11:18:32","","03/12/04 12:15:11","",NA,422,397,307,9,448346,12,28,448346,13,27,"T",99,"42.149.A.4 ","IFN3","42_149",36.5474576271186,16868.7404621206,12690.3078068451,27.6640867222222,1016.18662775919,0,16.6000417652791,12.4881665042461,18.6177198163385,15.9463276836158,75.2297294237328,43.6318384887693,633.157533287366,19.6721840050325,36.6140600484678,-2.48022375893169,42.0721471151438,"1997_2007",2.68181818181818,13.75,8.21590909090909,702.390907807784,38.5592014267529
"904","42_266_A_1 ",42.266,71,21,NA,19.6945423888889,15.645159,NA,486.09456396778,71.3014145051691,NA,74650,NA,NA,42,42,266,"A","1 ",0,1984,"J","0013",2000,"","2-2 ",2004,NA,1,1,1,90,80,1,2,2,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","1",NA,0,NA,330,NA,6.5,NA,3,"3",3,"LA PARCELA HA SIDO LOCALIZADA CON FOTO AEREA Y PIES DEL IFN2. EL ACCESO Y EL LEVANTAMIENTO SE COMPLICAN POR LA GRAN CANTIDAD DE NIEVE. EL MATORRAL Y LA REGENERACION NO SE OBSERVAN, EL ANTIGUO CAPATAZ NO PUSO NINGUNA ESPECIE. TODAS LAS ALTURAS ESTAN COMPROBADAS.HAYA A 243G NO ENTRA POR DISTANCIA. HAYA A 254 NO ENTRA POR DIAMETRO. PIES 004, 006 Y 035 COMPROBADO DIAMETRO. PIE 017 MEDIDO A 1.10M. PIE 019 MEDIDO A 1.20M.",18,990,"01/21/04 10:59:04","","01/21/04 13:25:46","",NA,422,115,160,7,448345,24,16,448345,25,15,"T",99,"42.266.A.1 ","IFN3","42_266",46.4351351351351,14431.7458263915,8929.37039828822,35.3397013888889,557.395978472949,0,25.8913705583756,16.0197969543147,28.4121815808421,19.0783783783784,61.8731129671019,41.086083464292,684.455110500561,22.2012090721767,41.3211060810185,-2.87932403545766,41.9651843490761,"1997_2007",2.72727272727273,12.9393939393939,7.83333333333333,733.918181809512,41.1542905687577
"926","42_35_A_1 ",42.35,21,71,NA,16.223089,10.9588293333333,NA,66.2084563262285,100.161510852499,NA,75013,NA,NA,42,42,35,"A","1 ",0,1984,"M","0003",2000,"","3-3 ",2003,420,1,1,1,90,90,1,2,2,2,2,4,"","",1,2,1,1,8,2,NA,NA,"0","0",NA,0,NA,295,0,7.5,0,1,"1",2,"PARCELA LOCALIZADA POR CROQUIS Y PIES  DEL IFN2. PIE RUMBO 65 SE VA POR  DISTANCIA. PIE RUMBO 165 SE VA POR DIAMETRO.
 ARBOL 014 ENTRA POR  PENDIENTE.
 ARBOL 014 MEDIDO A 180
ARBOL RUMBO 271 ENTRA POR CORRECCION  DE PENDIENTE.
 ARBOL RUMBO 271  MEDIDO CON   CINTA.
 NO HAY  REGENERACION EN 5 M. NO  HAY MATORRAL  EN 10 M.
",21,990,"12/05/03 10:20:02","","12/05/03 13:03:56","",164,422,10,256,10,78383,32,0,78383,31,0,"T",99,"42.35.A.1 ","IFN3","42_35",50.4894329896907,7350.80801072557,3695.50704306355,27.1819183333333,166.369967178728,0,44.1835034013605,22.2125850340136,45.6097451433443,23.4175257731959,50.2734806523505,46.3810432927172,436.685466323178,33.1071295048042,61.6193111761866,-2.9517838576518,41.8931855682993,"1997_2007",4,14.7121212121212,9.35606060606061,568.218181501735,29.3560860893264
"945","42_491_A_3E",42.491,71,21,NA,7.55363241666667,6.562822,NA,194.098295041849,30.5577490736439,NA,75180,NA,NA,42,42,491,"A","3E",0,2000,"","1-1 ",1984,"J","0002",2004,NA,1,1,1,90,60,1,2,4,2,2,4,"","",1,2,1,1,8,2,NA,NA,"0","0",NA,0,NA,350,260,4.8,4.8,2,"2",2,"[IDENTIFICACIÓN Y CLASIFICACIÓN]PARCELA LEVANTADA COMO A3C Y A3E POR ESTAR LA DE COMPARACION A CABALLO ENTRE DOS TESELAS.PARCELA DESPLAZADA 50G Y 12M. POR TOCAR UNA TESELA DIFERENTE.
42,[PIES MAYORES]A 15G HAYA NO ENTRA POR DISTANCIA.A 19G HAYA NO ENTRA POR DIAMETROA 45G HAYA NO ENTRA POR DIAMETRO.A 150G. HAYA NO ENTRA POR DIAMETRO.
42,[PIESMAY 013-021]COMPROBADO DIAMETRO.SE OBSERVAN TOCONES ANTIGUOS ASI COMO ABUNDANTES RAMILLAS TIRADAS POR EL SUELO.",21,990,"01/29/04 11:22:33","","01/29/04 12:31:57","",NA,422,240,80,10,448380,4,36,448380,5,35,"T",99,"42.491.A.3E","IFN3","42_491",32.2805038335159,5597.06908246643,3366.16241415872,14.1164544166667,224.656044115493,0,24.9139483627204,14.9836272040302,28.2851717868228,16.5733844468784,60.1415198662398,51.3417774776823,273.890078588342,40.2559186416722,74.9247069911178,-2.81890976345401,41.9921242326818,"1997_2007",2.98484848484848,12.9090909090909,7.9469696969697,704.045455022292,39.229210663969
"946","42_508_A_1 ",42.508,21,71,NA,37.4957398888889,9.50573958333333,NA,232.295481383904,145.007837039282,NA,75199,NA,NA,42,42,508,"A","1 ",0,1984,"J","0002",2000,"","1-1 ",2003,420,1,1,1,95,75,1,2,3,2,2,5,"","",1,2,1,1,11,3,NA,NA,"0","3",NA,0,NA,170,0,7,0,1,"2",2,"LA PARCELA HA SIDO LOCALIZADA CON FOTO  AEREA Y PIES DEL IFN2. PIE 012  MEDIDO   CON CINTA. PIE 014 Y 15  COMPROBADO  DIAMETRO. PIE 017 COMPROBADO DIAMETRO. PIE 020  ENTRA  POR  CORRECCION DE PENDIENTE.  PIE  024    COMPROBADO DIAMETRO. PIE 33   MEDIDO CON   CINTA Y HT. COMPROBADA. PIE 036 MEDIDO CON   CINTA. NO HAY REGENERACION EN 5 M.PRESENTES J.A. VILLANUEVA, CARMEN ARAGONESES, JULIO MARTIN Y VICTOR BARON.",18,990,"11/13/03 13:48:23","","11/13/03 16:20:40","",152,422,190,80,8,64373,12,0,64373,11,0,"T",99,"42.508.A.1 ","IFN3","42_508",58.475,13576.2066614128,7930.16029779217,47.0014794722222,377.303318423187,0,35.9822084739408,21.0179977502812,39.8258919483144,24.375,58.4121949198949,41.6844805472424,796.640820660768,21.1207853659429,39.3102109791979,-2.83100621421779,41.9831362638352,"1997_2007",2.98484848484848,12.9090909090909,7.9469696969697,704.045455022292,39.229210663969
"947","42_509_A_4 ",42.509,71,21,NA,8.07804255555556,3.38009,NA,185.044147168177,24.3330224104942,NA,75200,NA,NA,42,42,509,"A","4 ",0,2000,"","1-1 ",1984,"J","0002",2004,NA,1,1,1,90,75,1,2,5,NA,NA,NA,"","",NA,NA,NA,1,8,0,NA,NA,"0","0",NA,0,NA,230,NA,7,NA,3,"3",3,"[IDENTIFICACIÓN Y CLASIFICACIÓN]PARCELA A1 NO ENCONTRADA POR FALTA DE REFERENCIAS CLARAS.
42,[CLAESP. RESTO DE ESPECIES=10%]
42,[REGENERACIÓN]HAY ABUNDANTE REGENERACION DE HAYA POR TODA LA ZONA.
42,PARCELA LEVANTADA CON NIEVE.",21,990,"03/10/04 12:08:42","","03/10/04 14:59:05","",NA,422,260,320,10,448333,18,22,448333,19,21,"T",99,"42.509.A.4 ","IFN3","42_509",30.0678881987578,4934.63791510586,2524.83401720983,11.4581325555556,209.377169578671,0,23.5681756756757,12.0587837837838,26.3965590765365,13.3658385093168,51.1655375864728,44.4522023660743,228.464673340454,51.7057840697163,96.2353077979238,-2.81893528582336,41.98311785999,"1997_2007",2.98484848484848,12.9090909090909,7.9469696969697,704.045455022292,39.229210663969
"948","42_535_A_1 ",42.535,71,21,NA,21.2572567777778,13.3068894722222,NA,1483.46554067699,156.325521881373,NA,75232,NA,NA,42,42,535,"A","1 ",0,1984,"J","0006",2000,"","1-2 ",2003,420,1,1,1,95,90,1,2,2,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","0",NA,0,NA,48,0,6,0,1,"1",2,"PARCELA LOCALIZADA POR CROQUIS Y PIES DEL IFN2. NO HAY MATORRAL EN 10 M. PIE  34 DIAMETRO COMPROBADO. PIE 23 COMPROBADA ALTURA. PIE 33 COMPROBADA ALTURA.PIE 26 ENTRA POR  PENDIENTE. PIE A 165 SE VA POR  DISTANCIA. ALTURAS COMPROBADAS.  ",21,990,"12/04/03 14:16:12","","12/04/03 15:36:15","",438,422,288,337,8,78383,34,0,78383,33,0,"T",99,"42.535.A.1 ","IFN3","42_535",38.9851955307263,23686.0964713673,20226.5419366023,34.56414625,1639.79106255836,0,14.4445820032784,12.3348287464412,16.3822564006868,16.8966480446927,85.3941550101044,43.3411909692119,832.079111935079,14.6152141960172,27.2019786952632,-2.72240745922555,41.9739186115249,"1997_2007",2.32575757575758,12.3787878787879,7.35227272727273,779.954546581615,44.9482646360066
"950","42_552_A_3E",42.552,71,21,657,21.88520225,13.4977460277778,2.581725,1978.61425251844,156.325521881373,127.323954473516,75253,NA,NA,42,42,552,"A","3E",0,2000,"","1-2 ",1984,"J","0006",2003,420,1,1,1,100,90,1,2,3,2,2,4,"","",1,2,1,2,8,2,NA,NA,"0","0",NA,0,NA,300,0,6.5,0,2,"1",2,"PARCELA DESPLAZADA 25.7M. Y 110G. POR  TOCAR UNA TESELA DIFERENTE.
10% DEMAS ESPECIES.
A 75G. REBOLLO NO ENTRA POR DIAMETRO.
A 79G. PINO NO ENTRA POR DIAMETRO.
A 86G. SAUCE NO ENTRA POR DIAMETRO.
A 101G. HAYA NO ENTRA POR DISTANCIA.
PIE 13 ENTRA POR PENDIENTE.
A 147G. PINO NO ENTRA POR DISTANCIA.
EL PIE 24 ESTA TUMBADO ENCIMA DEL PIE  22.
A 203G. SAUCE NO ENTRA POR DIAMETRO.
A 226G. PINO NO ENTRA POR DIAMETRO.
A 307G. HAYA NO ENTRA POR DIAMETRO.
PIE 38 ENTRA POR PENDIENTE.
",21,990,"11/20/03 12:40:41","","11/20/03 13:55:18","",75,422,80,320,10,63987,36,0,63987,35,0,"T",99,"42.552.A.3E","IFN3","42_552",39.5148044692737,30773.8602657036,28838.0975974185,39.3926982777778,2389.58768334685,0,12.8783138949737,12.0682316026286,14.48776652559,16.2458100558659,93.7097177553561,41.113223952553,995.489230653693,12.5920704043501,23.436483808888,-2.71037916219257,41.9648824629999,"1997_2007",2.32575757575758,12.3787878787879,7.35227272727273,779.954546581615,44.9482646360066
"1020","43_1474_A_1",43.1474,71,21,476,11.1175028055556,9.68586488888889,4.24278194444444,285.630071202255,76.9602569262143,123.787177960363,76283,NA,NA,43,43,1474,"A","1",0,1982,"02","7311",1997,"","1-4",2000,44,1,1,1,100,90,1,3,3,3,1,5,"10/31/00 00:00:00","12/30/99 13:26:00",1,1,1,1,7,5,NA,NA,"0","0",NA,0,NA,360,0,11.5,0,1,"1",2,"REJON ENCONTRADO POR LOS PIES DEL IFN       2.
DEJO EL 20 % PARA EL RESTO DE      ESP.
SUBPISO FORMADO POR EL BOJ Y EL      ACEBO
DAÑOS PEQUEÑOS POR     DOMINANCIA.

PIE 7 ENTRA BIEN CON LA     PENDIENTE.

PIE 10 ENTRA JUSTO POR LA    PENDIENTE.

PRESENTES EN LA PARCELA JULIO MARTÍN Y VÍCTOR BARÓN..",13,3,"10/31/00 00:00:00","12/30/99 11:55:54","10/31/00 00:00:00","12/30/99 13:27:24",91,155,300,100,10,NA,NA,NA,NA,NA,NA,"D",4,"43.1474.A.1","IFN3","43_1474",43.66015625,12022.5290333966,6469.8252755112,28.9834046388889,511.842296983535,0,23.4887368711996,12.6402708678828,26.8510747438112,18.515625,53.814178843229,42.4085174912767,574.018571763787,23.872260105967,44.4312825047241,0.275629073006447,40.7531109402951,"1997_2007",4.53787878787879,16.8106060606061,10.6742424242424,599.781816948544,29.0110662650084
