"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_unwinding_sp1","V_veneer_sp1","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_post_sp1","V_stake_sp1","V_chips_sp1","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_chips_sp2","WSW","WTHICKB","WSTB","WB2_7","WTHINB","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSTB_sp2","WTHINB_sp2","WR_sp2","WT_sp2","File_name"
"756","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","9_1357",21,43,111,20,0.65,0.35,1184.82,859.44,325.38,NA,0,35.37,25.36,10.02,858.24,545.45,858.24,113.8,172.58,113.8,298.54,295.03,307.81,NA,NA,33.06,26.35,33.06,12.04,14.82,12.04,18.9,19,18.64,19.5,19.38,19.8,28.24,25.47,27.28,629.75,510.13,592.75,10.76,10.45,10.76,8.64,8.64,8.98,9.49,9.4,9.76,10.56,10.36,10.51,50.24,37.38,794.94,553.96,219.99,1125,820.4,27.52,29.57,153.43,NA,0,110.58,42.85,0,0,0,2.49,65.92,0,47.67,140.7,0,0,0,0,46.56,0,47.67,101.67,0,2.49,19.36,39.03,47.98,0,33.89,11.59,4.03,22.86,60.2,185.93,NA,47.98,0,11.59,22.86,41.97,124.4,33.89,4.03,18.24,61.53,"CS_IFN2_PsylQpyr__Output_Plot_9_1357.xlsx"
"757","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","9_1389",21,43,91,0,NA,NA,2164.51,NA,NA,NA,NA,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49,NA,NA,10.67,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,NA,NA,6.38,NA,NA,NA,NA,552.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"758","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","9_1389",21,43,91,0,0.54,0.46,2164.51,1273.24,891.27,NA,0,19.37,12.26,7.11,239.16,239.16,143.14,59.45,59.45,59.45,89.47,96.27,79.75,NA,NA,17.45,17.45,13.5,8.7,8.7,8.7,10.49,10.85,9.97,10.67,11.07,10.08,16.21,16.21,13.1,207.17,207.17,134.85,7.5,7,7.5,4,4,4.5,5.76,5.28,6.46,6.2,6.2,7.18,54.97,38.27,552.17,312.64,192.74,1129.24,829.94,34.64,37.23,53.75,NA,NA,31.96,21.79,0,0,0,0,0,0,20.19,41.77,0,0,0,0,0,0,20.19,25,0,0,0,16.78,13.06,0,15.5,6.33,5.41,19.73,33.23,97.19,NA,13.06,0,6.33,19.73,20.29,59.41,15.5,5.41,12.94,37.78,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"759","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","9_1389",21,43,96,5,0.59,0.41,2164.51,1273.24,891.27,NA,0,24.69,16.76,7.94,317.35,317.35,158.13,66.33,82.16,66.33,114.08,131.6,89.06,NA,NA,20.1,20.1,14.19,9.19,10.23,9.19,11.81,12.7,10.54,12.05,12.94,10.65,18.74,18.74,13.76,276.84,276.84,148.79,6.59,6.59,6.09,5.21,5.21,5.61,5.69,5.65,5.74,6.46,6.46,6.07,48.16,34.49,671.09,409.33,211.53,1129.24,829.94,33.25,35.73,67.09,NA,0,45.72,21.37,0,0,0,0,0,0,30.17,54.82,0,0,0,0,0,0,30.17,37.95,0,0,0,16.87,19.08,0,15.27,8.97,6.16,25.06,42.19,119.99,NA,19.08,0,8.97,25.06,27.74,80.85,15.27,6.16,14.45,39.15,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"760","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","9_1389",21,43,101,10,0.62,0.38,2164.51,1273.24,891.27,NA,0,30.51,21.84,8.67,400.55,400.55,170.43,72.65,108.46,72.65,140.94,171.51,97.27,NA,NA,22.58,22.58,14.73,9.62,11.75,9.62,13.08,14.52,11.02,13.4,14.78,11.13,21.12,21.12,14.29,351.47,351.47,160.54,6.78,6.78,6.3,5.49,5.49,5.88,5.94,5.91,5.99,6.67,6.67,6.28,45.43,31.57,795.17,514.31,227.85,1129.24,829.94,32.23,34.64,85.14,NA,0,61,24.14,0,0,0,0,4.2,0,41.49,71.36,0,0,0,0,4.2,0,41.49,52.59,0,0,0,18.77,25.91,0,17.36,12.4,6.44,31.93,51.93,149.54,NA,25.91,0,12.4,31.93,36.15,106.38,17.36,6.44,15.78,43.16,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"761","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","9_1389",21,43,106,15,0.65,0.35,2164.51,1273.24,891.27,NA,0,36.56,27.22,9.34,483.41,483.41,181.47,78.5,137.05,78.5,168.89,213.79,104.75,NA,NA,24.81,24.81,15.2,10,13.21,10,14.26,16.23,11.44,14.66,16.5,11.55,23.27,23.27,14.76,426.52,426.52,171.11,6.94,6.94,6.49,5.71,5.71,6.12,6.16,6.12,6.21,6.83,6.83,6.47,43.19,29.35,919.42,621.91,242.53,1129.24,829.94,31.48,33.82,104.15,NA,0,77.33,26.81,0,0,0,0,7.15,0,47.63,88.12,0,0,0,0,7.15,0,47.63,66.74,0,0,0,21.38,33.34,0,19.38,16.26,6.69,39.18,62.05,180.77,NA,33.34,0,16.26,39.18,45.06,133.83,19.38,6.69,17,46.94,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"762","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","9_1389",21,43,111,20,0.68,0.32,2164.51,1273.24,891.27,NA,0,42.59,32.66,9.93,562.34,562.34,191.21,83.7,166.61,83.7,196.75,256.48,111.42,NA,NA,26.76,26.76,15.6,10.32,14.56,10.32,15.33,17.8,11.8,15.83,18.07,11.91,25.16,25.16,15.15,498.62,498.62,180.45,7.06,7.06,6.66,5.9,5.9,6.35,6.34,6.29,6.42,6.95,6.95,6.65,41.38,27.64,1039.24,727.57,255.48,1129.24,829.94,30.91,33.21,123.25,NA,0,93.93,29.32,0,0,0,0,12.56,0,49.09,105.16,0,0,0,0,12.56,0,49.09,81.69,0,0,0,23.47,41,0,21.28,20.36,6.89,46.47,72.13,212.3,NA,41,0,20.36,46.47,54.05,161.88,21.28,6.89,18.08,50.43,"CS_IFN2_PsylQpyr__Output_Plot_9_1389.xlsx"
"763","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","9_1448",21,43,91,0,NA,NA,1351.05,NA,NA,NA,NA,23.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.16,NA,NA,14.74,NA,NA,22.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,8.5,NA,NA,NA,NA,578.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"764","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","9_1448",21,43,91,0,0.78,0.22,1351.05,969.08,381.97,NA,0,23.04,19.55,3.49,498.76,498.76,105.68,57.41,57.41,67.2,170.56,201.78,91.35,NA,NA,25.2,25.2,11.6,8.55,8.55,9.25,14.16,15.52,10.73,14.74,16.03,10.78,22.25,22.25,11.6,389.99,389.99,105.68,9,9,5.5,4.5,4.5,5,6.3,6.74,5.17,8.5,8.5,5,44.46,38.21,578.43,450.03,93.39,1123.97,817.85,32.01,34.39,72.93,NA,NA,64.6,8.33,0,0,0,0,9.92,0,36.43,62.8,0,0,0,0,9.92,0,36.43,56.16,0,0,0,6.63,27.72,0,5.94,10.32,2.8,24.29,38.72,110.92,NA,27.72,0,10.32,24.29,32.37,94.7,5.94,2.8,6.35,16.22,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"765","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","9_1448",21,43,96,5,0.79,0.21,1351.05,969.08,381.97,NA,0,27.94,24.09,3.86,594.26,594.26,116.72,72.5,72.5,74.35,206.82,248.55,100.97,NA,NA,27.51,27.51,12.19,9.61,9.61,9.73,15.56,17.25,11.28,16.23,17.79,11.34,24.49,24.49,12.19,472.49,472.49,116.72,8.94,8.94,7.9,6.1,6.1,7.77,7.77,7.73,7.86,8.7,8.7,7.9,49.92,35.53,675.21,538.71,101.55,1123.97,817.85,31.27,33.6,102.01,NA,0,88.04,13.97,0,0,0,0,19.39,0,43.79,90.23,0,0,0,0,19.39,0,43.79,78.57,0,0,0,11.65,38.12,0,10.08,12.32,2.54,26.36,46.89,138.72,NA,38.12,0,12.32,26.36,39.87,116.67,10.08,2.54,7.02,22.05,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"766","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","9_1448",21,43,101,10,0.8,0.2,1351.05,969.08,381.97,NA,0,32.96,28.68,4.28,685.04,685.04,129.66,82.43,88.93,82.43,243.96,295.95,112.06,NA,NA,29.53,29.53,12.85,10.24,10.64,10.24,16.88,18.85,11.89,17.62,19.41,11.95,26.49,26.49,12.85,552.59,552.59,129.66,9.08,9.08,8.13,6.37,6.37,8.02,7.98,7.94,8.09,8.86,8.86,8.12,47.3,33.45,770.9,626.28,110.82,1123.97,817.85,30.7,32.99,121.85,NA,0,105.99,15.85,0,0,0,0,34.43,0,43.29,108.77,0,0,0,0,34.43,0,43.29,95.66,0,0,0,13.1,46.44,0,11.52,15.29,2.7,31.07,55.27,164.91,NA,46.44,0,15.29,31.07,47.47,140.27,11.52,2.7,7.79,24.63,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"767","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","9_1448",21,43,106,15,0.81,0.19,1351.05,969.08,381.97,NA,0,37.84,33.15,4.69,768.46,768.46,142.23,89.83,105.95,89.83,280.07,342.07,122.78,NA,NA,31.28,31.28,13.46,10.69,11.61,10.69,18.07,20.29,12.44,18.88,20.87,12.5,28.25,28.25,13.46,628.17,628.17,142.23,9.19,9.19,8.32,6.6,6.6,8.3,8.17,8.11,8.31,8.99,8.99,8.3,45.19,31.82,861.19,709.62,119.64,1123.97,817.85,30.27,32.52,141.22,NA,0,123.52,17.7,0,0,0,0,56.59,0,41.1,126.89,0,0,0,0,56.59,0,41.1,112.01,0,0,0,14.88,54.66,0,12.94,18.31,2.86,35.64,63.41,190.63,NA,54.66,0,18.31,35.64,54.87,163.48,12.94,2.86,8.54,27.15,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"768","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","9_1448",21,43,111,20,0.82,0.18,1351.05,969.08,381.97,NA,0,42.5,37.42,5.08,844.16,844.16,154.57,96.75,123.13,96.75,314.59,386.12,133.09,NA,NA,32.78,32.78,14.03,11.1,12.52,11.1,19.15,21.59,12.95,20.01,22.17,13.02,29.79,29.79,14.03,698.46,698.46,154.57,9.28,9.28,8.55,6.8,6.8,8.44,8.32,8.25,8.48,9.09,9.09,8.44,43.45,30.52,945.38,787.81,128,1123.97,817.85,29.92,32.15,159.78,NA,0,140.32,19.46,0,0,0,0,65.98,0,39.7,144.58,0,0,0,0,65.98,0,39.7,127.62,0,0,0,16.96,62.6,0,14.31,21.29,3,40.01,71.19,215.41,NA,62.6,0,21.29,40.01,61.94,185.84,14.31,3,9.26,29.58,"CS_IFN2_PsylQpyr__Output_Plot_9_1448.xlsx"
"769","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","9_1451",21,43,91,0,NA,NA,1846.2,NA,NA,NA,NA,16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,NA,NA,10.6,NA,NA,17.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,NA,NA,6,NA,NA,NA,NA,466.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"770","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","9_1451",21,43,91,0,0.65,0.35,1846.2,1464.23,381.97,NA,0,16.31,11.36,4.94,301.72,133.76,301.72,49.02,49.02,53.46,88.32,77.6,129.44,NA,NA,19.6,13.05,19.6,7.9,7.9,8.25,10.32,9.84,12.18,10.6,9.94,12.84,18.05,12.61,18.05,257.62,125.06,257.62,8,5.5,8,4,4,4.5,4.91,4.84,5.17,5.86,5.34,5.86,47.52,32.49,466.12,300.01,121.3,1148.85,856.24,39.69,42.65,39.53,NA,NA,27.18,12.36,0,0,0,0,0,0,16.01,30.47,0,0,0,0,0,0,16.01,20.7,0,0,0,9.77,10.93,0,9.19,5.74,3.3,19.59,27.81,77.88,NA,10.93,0,5.74,19.59,18.81,55.07,9.19,3.3,9,22.81,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"771","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","9_1451",21,43,96,5,0.7,0.3,1846.2,1464.23,381.97,NA,0,21.61,16.18,5.43,330.61,187.06,330.61,59.77,70.09,59.77,117.04,110.48,142.19,NA,NA,20.52,15.43,20.52,8.72,9.45,8.72,11.96,11.74,12.79,12.21,11.86,13.46,18.82,14.97,18.82,280.18,176.07,280.18,5.94,5.57,5.94,4.5,4.5,5.29,5.09,4.97,5.55,5.89,5.51,5.89,42.55,31.28,584.27,406.44,131.51,1148.85,856.24,39.53,42.48,52.69,NA,0,38.87,13.82,0,0,0,0,0,0,26.47,42.19,0,0,0,0,0,0,26.47,31.06,0,0,0,11.12,16.04,0,10.3,9.03,3.44,27.76,36.66,104.69,NA,16.04,0,9.03,27.76,26.78,79.6,10.3,3.44,9.89,25.09,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"772","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","9_1451",21,43,101,10,0.74,0.26,1846.2,1464.23,381.97,NA,0,27.61,21.74,5.87,352.76,246.67,352.76,65.7,94.77,65.7,149.57,148.48,153.76,NA,NA,21.19,17.72,21.19,9.15,10.98,9.15,13.56,13.62,13.32,13.8,13.75,13.99,19.57,17.23,19.47,302.48,233.39,299.76,5.94,5.78,5.94,4.8,4.8,5.44,5.32,5.24,5.64,5.88,5.73,5.9,39.24,30.04,711.35,523.98,140.67,1148.85,856.24,39.59,42.54,68.83,NA,0,53.81,15.01,0,0,0,0,0,0,38.65,56.78,0,0,0,0,0,0,38.65,44.75,0,0,0,12.03,22.66,0,11.24,12.94,3.61,36.23,46.68,134.88,NA,22.66,0,12.94,36.23,35.98,107.81,11.24,3.61,10.69,27.07,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"773","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","9_1451",21,43,106,15,0.76,0.24,1846.2,1464.23,381.97,NA,0,33.96,27.7,6.26,371.25,307.89,371.25,71.14,121.62,71.14,183.94,189.16,163.92,NA,NA,21.74,19.8,21.74,9.52,12.44,9.52,15.04,15.37,13.78,15.3,15.52,14.45,20.66,19.31,20.01,335.8,292.93,316.48,5.92,5.9,5.92,5,5,5.53,5.47,5.41,5.68,5.9,5.86,5.89,36.33,28.57,839.8,645.22,148.63,1148.85,856.24,39.44,42.38,85.49,NA,0,69.5,15.99,0,0,0,0,0,0,50.19,71.28,0,0,0,0,0,0,50.19,58.14,0,0,0,13.14,29.77,0,12.01,17.53,3.76,45.6,57.25,167.49,NA,29.77,0,17.53,45.6,45.85,138.75,12.01,3.76,11.4,28.74,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"774","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","9_1451",21,43,111,20,0.79,0.21,1846.2,1464.23,381.97,NA,0,40.29,33.7,6.59,386.95,367.11,386.95,75.87,149.12,75.87,218.24,230.16,172.55,NA,NA,22.2,21.62,22.2,9.83,13.78,9.83,16.38,16.97,14.16,16.67,17.12,14.82,21.61,21.14,20.45,366.94,351.18,330.69,5.98,5.98,5.92,5.14,5.14,5.65,5.58,5.53,5.76,5.93,5.94,5.9,34.03,27.46,963.33,763.71,155.34,1148.85,856.24,39.22,42.14,102.03,NA,0,85.11,16.92,0,0,0,0,0,0,54.19,86.62,0,0,0,0,0,0,54.19,72.78,0,0,0,13.84,36.97,0,12.75,22.5,3.88,55.24,67.78,200.74,NA,36.97,0,22.5,55.24,55.78,170.5,12.75,3.88,12,30.25,"CS_IFN2_PsylQpyr__Output_Plot_9_1451.xlsx"
"775","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","9_1536",21,43,91,0,NA,NA,454.26,NA,NA,NA,NA,16.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,NA,NA,21.34,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,NA,NA,8.44,NA,NA,NA,NA,352.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"776","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","9_1536",21,43,91,0,0.85,0.15,454.26,435.02,19.24,NA,0,16.24,14,2.24,2127.8,762.09,2127.8,157.25,157.25,816.86,357.52,321.85,1163.88,NA,NA,52.05,31.15,52.05,14.15,14.15,32.25,20.61,19.86,37.49,21.34,20.24,38.5,27.91,24.99,37.49,645.92,497.38,1163.88,11.5,9,11.5,5,5,8,7.16,7.08,8.93,8.52,8.21,8.93,34.72,30.54,352.23,302.65,40.4,1147.3,855.07,55.05,59.15,54.47,NA,NA,46.08,8.39,0,0,2.13,3.44,19.06,0,16.94,48.87,0,0,0,0,16.99,0,16.94,41.18,2.13,3.44,2.07,7.69,20.39,0,7.21,8.45,0.57,17.65,27.25,82.36,NA,20.39,0,8.45,17.65,23.18,69.66,7.21,0.57,4.08,12.7,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"777","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","9_1536",21,43,96,5,0.86,0.14,454.26,435.02,19.24,NA,0,19.13,16.79,2.33,2182.69,881.32,2182.69,192.59,192.59,863.5,421.08,386.07,1212.7,NA,NA,52.72,33.5,52.72,15.66,15.66,33.16,22.48,21.78,38.34,23.15,22.17,39.29,29.84,27.17,38.34,729.95,586.79,1212.7,9.07,8.9,9.07,7,7,8.7,7.9,7.86,8.8,8.55,8.44,8.8,35.13,28.66,401.66,353.88,41.85,1147.3,855.07,54.85,58.94,67.37,NA,0,59.34,8.04,0,0,0,5.35,28.6,0,16.92,60.9,0,0,0,2.26,27.03,0,16.92,53.58,0,3.1,1.58,7.33,26.47,0,6.88,9.96,0.59,19.17,32.05,95.86,NA,26.47,0,9.96,19.17,27.8,83.4,6.88,0.59,4.25,12.46,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"778","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","9_1536",21,43,101,10,0.87,0.13,454.26,435.02,19.24,NA,0,22,19.59,2.42,2222.34,992.28,2222.34,230.16,230.16,907.95,484.39,450.27,1255.87,NA,NA,53.19,35.54,53.19,17.12,17.12,34,24.21,23.56,39.08,24.83,23.94,39.99,31.56,29.11,39.08,809.68,672.93,1255.87,8.98,8.9,8.98,7.13,7.13,8.68,7.98,7.94,8.76,8.57,8.48,8.76,32.94,27.17,449.44,403.9,43.12,1147.3,855.07,54.72,58.8,77.25,NA,0,68.99,8.26,0,0,0,8.11,33.56,0,14.28,70.28,0,0,0,2.52,32,0,14.28,62.74,0,5.59,1.56,7.54,31.12,0,7.08,12.18,0.6,22.47,36.82,111.03,NA,31.12,0,12.18,22.47,32.42,98.2,7.08,0.6,4.4,12.83,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"779","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","9_1536",21,43,106,15,0.88,0.12,454.26,435.02,19.24,NA,0,24.79,22.3,2.49,2258.73,1094.44,2258.73,267.97,267.97,947.05,545.69,512.58,1294.26,NA,NA,53.63,37.33,53.63,18.47,18.47,34.72,25.78,25.16,39.73,26.36,25.55,40.59,33.08,30.84,39.73,884.28,754.34,1294.26,8.94,8.9,8.94,7.24,7.24,8.66,8.04,8.01,8.73,8.59,8.51,8.73,31.17,25.96,494.54,451.51,44.25,1147.3,855.07,54.63,58.71,86.74,NA,0,78.28,8.46,0,0,0,8.48,37.44,0,13.71,79.27,0,0,0,2.76,35.89,0,13.71,71.57,0,5.72,1.54,7.71,35.64,0,7.27,14.44,0.61,25.72,41.44,125.89,NA,35.64,0,14.44,25.72,36.91,112.71,7.27,0.61,4.53,13.18,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"780","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","9_1536",21,43,111,20,0.89,0.11,454.26,435.02,19.24,NA,0,27.46,24.9,2.56,2291.31,1187.64,2291.31,305.39,305.39,983.66,604.43,572.35,1329.8,NA,NA,54.01,38.89,54.01,19.72,19.72,35.39,27.2,26.62,40.32,27.74,27,41.15,34.43,32.37,40.32,953.81,830.54,1329.8,8.9,8.9,8.9,7.33,7.33,8.64,8.08,8.06,8.71,8.6,8.53,8.71,29.72,24.97,536.83,496.41,45.3,1147.3,855.07,54.58,58.65,95.77,NA,0,87.12,8.66,0,0,0,11.18,44.41,0,12.41,87.44,0,0,0,5.34,42.86,0,12.41,79.55,0,5.85,1.55,7.89,39.98,0.01,7.45,16.7,0.62,28.86,45.87,140.27,NA,39.98,0.01,16.7,28.86,41.21,126.77,7.45,0.62,4.66,13.51,"CS_IFN2_PsylQpyr__Output_Plot_9_1536.xlsx"
"781","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","9_1745",21,43,91,0,NA,NA,1718.87,NA,NA,NA,NA,13.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66,NA,NA,9.99,NA,NA,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,NA,NA,5.38,NA,NA,NA,NA,394.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_9_1745.xlsx"
"782","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","9_1745",21,43,91,0,0.68,0.32,1718.87,1527.89,190.99,NA,0,13.48,9.59,3.88,368.13,84.95,368.13,44.18,44.18,127.68,78.4,62.79,203.3,NA,NA,21.65,10.4,21.65,7.5,7.5,12.75,9.66,8.89,15.82,9.99,8.94,16.09,17.72,10.4,17.72,252.96,84.95,252.96,7,5,7,4,4,4.5,4.54,4.46,5.17,5.61,4.5,5.61,46.98,31.68,394.41,259.46,90.96,1128.04,827.4,42.96,46.17,30.27,NA,NA,21.3,8.97,0,0,0,0,0,0,9.51,21.45,0,0,0,0,0,0,9.51,13.92,0,0,0,7.54,8.44,0,6.77,4.81,2.27,17.86,22.95,63.76,NA,8.44,0,4.81,17.86,15.88,47,6.77,2.27,7.07,16.76,"CS_IFN2_PsylQpyr__Output_Plot_9_1745.xlsx"
