"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"35591",34,407,"A","1",0,"1984","L","0010","1997","","4-2",2019,1,1,2,95,70,1,2,2,2,3,4,1,2,1,1,8,2,NA,NA,1,0,NA,4,NA,165,NA,0.5,NA,2,1,1,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA, ORTOFOTO, PIES Y TOCONES IFN3.
MODELO COMBUSTIBLE MIXTO 8 Y 11.
LA ESPECIE 043 LA HAY EN ESTADO 2 Y 3.
PIE 9 MEDIDO A 1,10M POR BIFURCACION Y DIAMETRO COMPROBADO.
021 A 375G Y 11,5M NO POR DIAMETRO 214-231. 
BARRENA ATASCADA, NO SE HA PODIDO BARRENAR.

LEVANTADA A ESTADILLO
",2019-03-12,2000-01-01,2019-03-12,2000-01-01,34,"34.407","34.407.A.1"
"35594",34,411,"A","1",0,"1984","M","0012","1997","","4-4",2019,1,1,2,100,60,1,3,2,2,2,4,1,2,1,1,5,1,NA,NA,0,0,0,4,0,190,NA,0.25,NA,2,1,2,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA Y PIES MAYORES IFN3. LA MASA ESTA MUY AFECTADA POR LA PROCESIONARIA. BARRENA ESTROPEADA.
[Selvicultura] NO HAY NI PODAS NI CORTAS RECIENTES
[Localización] EL ACCESO SE DIFICULTA POR EL MAL ESTADO DE LAS PISTAS QUE OBLIGA SU APROXIMACION A PIE.
[Pies Mayores]
PIE 4 BIFURCACION ROTA Y EN EL SUELO POSIBLEMENTE DEBIDO AL VIENTO 
021 A 18.1 MTS Y 317 GRS NO POR DIAMETRO (442-382)",2019-03-18,2000-01-01,2019-03-18,2000-01-01,34,"34.411","34.411.A.1"
"35605",34,444,"A","1",0,"1997","","1-2",NA,"","",2019,1,1,2,100,80,1,3,2,1,3,4,1,2,1,1,7,3,NA,NA,1,0,0,4,0,184,NA,0.25,NA,3,3,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN. SE HA COMPLICADO LA LOCALIZACION DEBIDO A QUE LAS REFERENCIAS HAN SIDO MODIFICADAS, HAN CORTADO Y LA METEREOLOGIA HA SIDO MUY ADVERSA.
BARRENA ESTROPEADA.
[Pies Mayores]
021 A 12.2 MTS Y 47 GRS NO POR DIAMETRO (226-215)
025 A 11 MTS Y 67 GRS NO POR DIAMETRO (220-211)
025 A 13.4 MTS Y 134 GRS NO POR DIAMETRO (215-220)
025 A 13.9 MTS Y 229 GRS NO POR DIAMETRO (224-220)
021 A 10.1 MTS Y 274 GRS NO POR DISTANCIA (151-158)
025 A 10.8 MTS Y 301 GRS NO POR DIAMETRO (207-220)
DIFICULTAD ALTA DEBIDO A LA METEREOLOGIA YA QUE HA LLOVIDO Y NEVADO CON FUERTE VIENTO.",2019-04-05,2000-01-01,2019-04-05,2000-01-01,34,"34.444","34.444.A.1"
"35613",34,456,"A","1",0,"1997","","2-2",NA,"","",2019,1,1,2,95,80,1,2,2,2,1,4,1,2,1,1,5,2,NA,NA,1,0,0,0,0,290,NA,1.5,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3.
[Riesgos] MOD COMBUSTIBLE 05 PORQUE ES EL PREDOMINANTE EN LA PARCELA HABIENDO TAMBIEN ZONAS DE  MOD 11.
[Pies Mayores]
PIE 11 FORMA COMPROBADA 
PIE 12 FORMA Y BIFURCACION COMPROBADA 
PIE 27 DISTACIA COMPROBADA 
BARRENA ESTROPEADA.",2019-04-02,2000-01-01,2019-04-02,2000-01-01,34,"34.456","34.456.A.1"
"35624",34,476,"A","4",0,"2019","","","1997","","1-4",2019,1,1,2,90,70,1,2,2,2,3,4,1,2,1,1,11,4,NA,NA,1,4,0,4,0,110,NA,4.75,NA,3,2,2,"PARCELA A4 YA QUE NO SE HA ENCONTRADO EL REJON, HA HABIDO MUCHAS CORTAS Y LA FALTA DE REFERENIAS HAN HACHO IMPOSIBL SU LOCALIZACION. TRAS CONSULTAR CON OFICINA TECNICA Y POR INTERPRETACION EN CAMPO SE DECIDE DESPLAZAR LA PARCELA 10 MTS A 70 GRADOS PARA EVITAR SOLAPES CON LA OTRA TESELA. 
[ClaEsp. Resto de especies=10%]
[Especies Presentes]
FUERA DE 25 MTS HAY CHOPO
[Matorral] FUERA DE 10 MTS HAY ZARZA Y CALLUNA.
[Pies Mayores]
021 A 10.1 MTS Y 164 GRS NO POR DISTANCIA (171-174)
021 A 10.7 MTS Y 383 GRS NO POR DIAMETRO (219-220)
HA LLOVIDO ABUNDANTEMENTE DURANTE EL LEVANTAMIENTO.",2019-05-10,2000-01-01,2019-05-10,2000-01-01,34,"34.476","34.476.A.4"
"35627",34,486,"A","1",0,"1985","J","0012","1997","","4-2",2019,1,1,2,80,70,1,1,2,1,2,4,1,2,1,1,11,2,NA,NA,1,4,0,4,0,120,NA,1.5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3.
[ClaEsp. Resto de especies=10%]
[Pies Mayores]
PIE 7,23 DISTANCIA COMPROBADA 
PIE 14 FORMA Y ESPECIE COMPROBADA
PIE 35 BIFURCACION COMPROBADA   
LOS SIGUIENTES PIES ESTAN MARCADOS PARA SU CORTA: 5,9,13,20,23,28,32,35
021 A 13 MTS Y 35 GRS NO POR DIAMETRO  (218-227)
025 A 16.6 MTS Y 36 GRS NO POR DIAMETRO (423-423)
021 A 10.3 MTS Y 58 GRS NO POR DIAMETRO (231-199) 
025 A 19.6 MTS Y 201 GRS NO POR DIAMETRO (414-423)
[Matorral] FUERA DE 10 MTS HAY ZARZA.
[Riesgos] MOD COMBUSTIBLE MIXTO, HAY ZONAS DE 11 Y DE 5.
HA LLOVIDO Y GRANIZADO DURANTE EL LEVANTAMIENTO.",2019-04-25,2000-01-01,2019-04-25,2000-01-01,34,"34.486","34.486.A.1"
"35635",34,499,"A","1",0,"1984","L","0010","1997","","4-1",2019,1,1,2,85,80,1,2,2,2,3,4,1,2,1,1,11,2,NA,NA,1,1,0,4,0,220,NA,0.5,NA,3,2,1,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA, ORTOFOTO Y PIES MAYORES IFN3. HAN CORTADO Y DESBROZADO RECIENTEMENTE. EL MARCO DE PLANTACION ES 2X5 (UNA FILA DE SILVESTRE Y OTRA DE LARICIO ALTERNAS)
[Riesgos] ESP CAPA MUERTA COMPROBADA 
[Pies Mayores]PIE 7 ALTURA COMPROBADA Y BIFURCACION CORTADA
PIE 9 DIAMETRO COMPROBADO Y BIFURCACION CORTADA.
PIE 22 BIFURCACION COMPROBADA 
021 A 99 GRS Y 13.6 MTS NO POR DIAMETRO (222-219)
025 A 207 GRS Y 23 MTS NO POR DIAMETRO (219-223)
 BARRENA ESTROPEADA ",2019-03-15,2000-01-01,2019-03-15,2000-01-01,34,"34.499","34.499.A.1"
"35677",34,581,"A","1",0,"1984","J","0001","1997","","1-1",2019,1,1,2,95,70,1,2,2,2,3,4,1,2,1,1,11,2,NA,NA,1,0,0,4,0,100,NA,0.5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3. BARRENA ESTROPEADA.
[Regeneración] NO HAY REGENERACION EN 5 MTS.
[Pies Mayores]
LOS SIGUIENTES PIES TIENEN LA BIFURCACION CORTADA: 3,4,9,15,20,21,36,37.
PIES MARCADOS CON PINTURA PARA SU POSIBLE CORTA: 2,10,12,22,24,26,28,31,32.
PIE 6 ESPECIE COMPROBADA 
PIES 9,19 FORMA COMPROBADA 
PIE 19 ALTURA COMPROBADA.
EL DANO POR INSECTO ES DEBIDO A LA PROCESIONARIA.",2019-04-23,2000-01-01,2019-04-23,2000-01-01,34,"34.581","34.581.A.1"
"40996",40,1079,"A","1",0,"1984","J","0010","2002","","2-2",2018,1,1,2,100,95,1,2,3,2,2,4,1,2,1,1,8,4,NA,NA,1,0,0,3,0,90,200,6,5.75,2,2,2,"REJON LOCALIZADO MEDIANTE ORTOFOTO Y PIES IFN 3 
[Pies Mayores]
PIE 11 DISTANCIA COMPROBADA
PIES 16, 24 ALTURA COMPROBADA
PIE 43 FORMA COMPROBADA
PIE A 344 G Y 13.3 M, 357 G Y 12.8 M NO ENTRAN POR DIAMETRO ",2018-12-03,2000-01-01,2018-12-03,2000-01-01,40,"40.1079","40.1079.A.1"
"41005",40,1089,"A","4",0,"1984","K","0010","2002","","2-3",2018,1,1,2,100,70,1,2,1,2,2,4,1,2,1,1,8,1,NA,NA,1,0,NA,0,NA,320,NA,1.75,NA,3,2,1,"PARCELA A4 POR NO ENCONTRARSE NI EL REJON NI LOS PIES DEL IFN 3 DEBIDO A CORTAS
[Pies Mayores]
PIES A 19.8 M  54 G,  12.4 M  76 G NO ENTRAN POR DIAMETRO ",2018-11-30,2000-01-01,2018-11-30,2000-01-01,40,"40.1089","40.1089.A.4"
"41567",40,3096,"N","N",0,"2013","","",NA,"","",2018,1,1,2,90,90,1,2,2,2,1,4,1,2,1,1,11,4,NA,NA,0,4,0,5,3,35,0,6,0,1,2,1,"PALRCELA DE NUEVA IMPLANTACION.
PARCELA DESPLAZADA 263G Y 10.7M PARA METERLA EN LA TESELA.
EN A ESPECIE 21 HAY MAS DEL 90% DE LOS PIES EN LATIZAL QUE EN FUSTAL AUNQUE EN PARCELA A MAYORIA SEAN FUSTALES.
[Pies Mayores]
A 137G HAY UN 25 QUE NO ENTRA POR DISTANCIA LATERAL.
A 291G TY 14.6M HAY UN 21 QUE NO ENTRA POR DIAMETROS (224;205)
CODIGO 311: PROCESIONARIA.
[Selvicultura]
PARTE DE LA PARCELA ESTA ATERRAZADO Y EN OTRA ESTA SUBSOLADO.",2018-11-28,2000-01-01,2018-11-28,2000-01-01,40,"40.3096","40.3096.N.N"
"41716",42,142,"A","4",0,"2000","","4-2","2000","","4-2",2019,1,1,2,100,75,1,1,3,2,2,4,1,2,1,1,5,2,NA,NA,1,4,0,0,0,60,NA,9.25,NA,2,2,2,"[Pies Mayores]parcela encontrada por pie ifn3.en ifn3 se ubico a4.la desplazo 20m a 37 grados por tocar claramente otra tesela.ocupacion comprobada,hay una franja de la parcela que tiene pino silvestre pero la tesela es de pino laricio.10% para resto de especies.pie 4 dm comprobado.pie 18 medido a 1.25m.silvestre a 272g y 14.5m se va por dm.edad de la masa segun ifn3.",2019-05-22,2000-01-01,2019-05-22,2000-01-01,42,"42.142","42.142.A.4"
"42161",42,827,"A","1",0,"1984","M","3828","2000","","3-3",2019,1,1,2,90,85,1,1,2,2,2,4,1,2,1,1,8,2,NA,NA,1,4,1,5,0,195,NA,5.75,NA,1,2,1,"[Identificación]parcela localizada con fotos aereas croquis y pies ifn3.
[ClaEsp]ocupaciones comprobadas, no le doy ocupacion al resto de especies debido a su escasa presencia.
[Matorral]fuera de 10m (en el claro) hay mayor abondancia de matorral.
[Localización]se cambia el rumbo de la segunda foto para que sea mas significativa.
[Pies Mayores]
21-r.4 a 6.3m no por diametro.
21-r.97 a 11.2m no por diametro.
25-r.105 no por distancia a mas de 10m.
[PiesMay 8-21]parametro especial comprobado.
[PiesMay 27-21]distancia comprobada.",2019-02-20,2000-01-01,2019-02-20,2000-01-01,42,"42.827","42.827.A.1"
"42249",42,972,"A","1",0,"1984","K","0004","2000","","1-3",2019,1,1,1,100,80,1,1,2,3,2,4,1,2,1,1,8,4,NA,NA,0,0,0,0,0,141,NA,4.25,NA,1,1,2,"[Selvicultura]HAY CORTAS VIEJAS
[Pies Mayores]025 A 103G NO ENTRA POR DIST.(COMP)N12 DMS COMP.N19 INFO3 COMP.(PROBABILIDAD DE PERDIDA DE CORTEZA)N33 ALTURA COMP.",2019-04-01,2000-01-01,2019-04-01,2000-01-01,42,"42.972","42.972.A.1"
"42251",42,976,"A","1",0,"1984","K","0006","2000","","1-4",2019,1,1,1,100,90,1,1,1,3,2,4,1,2,1,1,8,3,NA,NA,0,0,0,0,0,150,NA,1.5,NA,1,2,1,"[Pies Mayores]N22 MEDIDO A 1.35MTS.N23 DMS COMP.N30 DMS COMP.N31 DMS COMP.N30 Y N31 FORMAS COMP.",2019-06-10,2000-01-01,2019-06-10,2000-01-01,42,"42.976","42.976.A.1"
"42278",42,1013,"A","1",0,"1984","K","0004","2000","","1-3",2019,1,1,1,100,80,1,3,1,3,2,4,1,2,1,1,5,4,NA,NA,0,0,0,0,0,338,NA,2.75,NA,1,2,2,"[ClaEsp]EL 10% RESTANTE A LA SABINA 
[Pies Mayores] ARBOL A 5 GRADOS SA E VA POR DISTANCIA  ARBOL N12 ALTURA COMPROBADA ARBOL N14 ALTURA COMPROBADA .DENDROMETRIA HECHA POR EL AUXILIAR ",2019-05-20,2000-01-01,2019-05-20,2000-01-01,42,"42.1013","42.1013.A.1"
"42574",42,1494,"A","1",0,"2000","","4-1","1984","L","1400",2019,1,1,2,95,75,1,2,2,2,2,4,1,2,1,1,7,2,NA,NA,1,4,NA,5,NA,45,NA,4.25,NA,2,2,1,"[Identificación]parcela localizada con gps y pies ifn3.
[ClaEsp]parcela pinchada en una repoblacion de P.nigra y P. sylvestre y entre las calles y los claros abundante regeneracion de rebollo. 
[Pies Mayores]
25-r.88 no por distancia a mas de 15m.
[PiesMay 19-21]diametros comprobados.
[PiesMay 21-25]parametro especial comprobado, tiene cortada la bifurcacion.
[PiesMay 25-25]parametro especial comprobado, es bifulcado por encima.",2019-03-21,2000-01-01,2019-03-21,2000-01-01,42,"42.1494","42.1494.A.1"
"42820",42,1864,"A","1",0,"1984","K","0003","2013","","",2019,1,1,2,95,80,1,2,1,3,1,4,1,2,1,1,6,4,NA,NA,1,0,0,0,0,300,NA,0.5,NA,3,2,1,"PARCELA LOCALIZADA POR FOTOS DE CAMPO Y PIES MAYORES IFN3.
[Pies Mayores]
A 180G Y 11.6M HAY UN 25 QUE NO ENTRA POR DIAMETROS (221-224).",2019-04-10,2000-01-01,2019-04-10,2000-01-01,42,"42.1864","42.1864.A.1"
"43242",42,3041,"A","1",0,"2000","","4-2","2000","","4-2",2019,1,1,2,100,80,1,1,3,2,2,4,1,2,1,1,6,3,NA,NA,1,1,4,0,5,230,NA,5,NA,2,2,2,"[Pies Mayores]encontrada por pies ifn3.ocupacion comjorobada 10% para resto de especies.el rejon ha desaparecido.pie 2dm comprobado.laricio a 67g y 15m se va.pino a 139g y 13.2m se va por dm.pie 16 dm comprobado.pie 22 dm comprobado.pino a 227g y 11m se va por dm.
[ClaEsp]edad de la masa segun ifn3.",2019-07-05,2000-01-01,2019-07-05,2000-01-01,42,"42.3041","42.3041.A.1"
"43278",42,3092,"A","1",0,"0","0","0","2000","","2-2",2019,1,1,2,95,80,1,1,1,2,2,4,1,2,1,1,8,3,NA,NA,0,0,0,5,0,189,NA,6.75,NA,1,1,2,"[ClaEsp. Resto de especies=10%]
[Pies Mayores] N17 FORMA COMPROBADA 
[Regeneración]PARCELA LEVANTADA POR EL AUXILIAR ",2019-06-24,2000-01-01,2019-06-24,2000-01-01,42,"42.3092","42.3092.A.1"
"44230",49,6,"A","1",0,"1985","M","0014","1998","","4-4",2019,1,1,2,100,50,1,2,3,2,2,4,1,2,1,1,6,3,NA,NA,1,4,0,0,0,45,0,4.5,0,2,2,1,"[Identificación]Parcela localizada mediante fotos, croquis y pies del IFN3.
[Pies Mayores]A 250 y 10.4m nigra no entra por Dn.
[Regeneración]NO hay en 5m.",2019-07-24,2000-01-01,2019-07-24,2000-01-01,49,"49.6","49.6.A.1"
"44239",49,21,"A","1",0,"1998","","3-4","1985","M","0007",2019,1,1,2,95,95,1,1,3,2,2,4,1,2,1,1,8,4,NA,NA,0,0,0,5,0,240,0,6.5,0,2,2,1,"[Identificación] Rejon localizado mediante croquis y estadillo del anterior jefe de equipo.
[Regeneración] No hay regeneracion en 5m.
[Matorral] No hay matorral en la parcela.
[Pies Mayores] Pie 012 altura comprobada.
[Selvicultura] Se observan podas antiguas.",2019-09-30,2000-01-01,2019-09-30,2000-01-01,49,"49.21","49.21.A.1"
"44246",49,29,"A","1",0,"1985","M","0008","1998","","4-3",2019,1,1,2,85,75,1,2,2,2,2,4,1,2,1,1,7,2,NA,NA,1,4,0,0,0,45,0,3.25,0,1,2,1,"[Identificación] Rejon localizado mediante croquis y estadilo del anterior jefe de equipo.
[ClaEsp] No le doy ocupacion a la especie 026 por ser escasa y poco representativa en la parcela.
[Selvicultura] Las terrazas se han perdido.
[Pies Mayores] A 75g un 021 se va de 10m. A 147gy 13.9m un 021 no entra por diametros.",2019-07-31,2000-01-01,2019-07-31,2000-01-01,49,"49.29","49.29.A.1"
"44264",49,60,"A","1",0,"1985","K","0013","1997","","2-4",2019,1,1,2,80,75,1,2,2,2,2,4,1,2,1,1,8,3,NA,NA,1,0,0,4,0,200,0,0.25,0,2,2,1,"[Identificación]Parcela localizada mediante croquis y pies del IFN3.
[Selvicultura]Podas muy antiguas, no las considero como tal, ahora existe poda natural.",2019-08-02,2000-01-01,2019-08-02,2000-01-01,49,"49.60","49.60.A.1"
"44278",49,82,"A","4",0,"1985","M","0012","1997","","4-4",2019,1,1,1,80,70,1,1,2,2,2,4,1,2,1,1,11,5,NA,NA,1,4,0,5,0,10,0,3.75,0,1,2,1,"[Identificación]Parcela no localizada por falta de referencias y cortas donde han abierto calles y una pista nueva. La clasifico como A4 y pinchamos el rejon en el centro de coordenadas.
[PiesMay 3-25]Pie trifurcado.
[Pies Mayores]A 14.9m y 356g nigra no entra por distancia lateral de 15.1m.
[Selvicultura]Hay algunos pies con podas y otros sin ellas.",2019-10-17,2000-01-01,2019-10-17,2000-01-01,49,"49.82","49.82.A.4"
"44279",49,89,"A","4",0,"1997","","4-4","1985","M","0013",2019,1,1,2,100,90,1,1,2,2,2,4,1,2,1,1,7,2,NA,NA,0,0,0,5,0,45,0,3,0,3,2,3,"[Identificación] No se encuentra el rejon, se localiza A4 en cruce de coordenadas. La parcela esta pinchada en una repoblacion de pino silvestre y pino nigra.
[Pies Mayores] A 389g y 11.6m un 21 no entra por diametros (223-224 mm).
[Regeneración] No hay regeneracion en 5m.",2019-08-28,2000-01-01,2019-08-28,2000-01-01,49,"49.89","49.89.A.4"
"44284",49,97,"A","4",0,"1997","","4-4","1985","M","0013",2019,1,1,1,100,55,1,1,2,2,2,4,1,2,1,1,6,2,NA,NA,1,1,4,0,0,125,0,2,0,3,2,3,"[Identificación] No se localiza el rejon, se clasifica A4 en cruce de coordenadas.
[Regeneración] No hay regeneracion en 5m.",2019-08-28,2000-01-01,2019-08-28,2000-01-01,49,"49.97","49.97.A.4"
"44308",49,134,"A","1",0,"1985","K","0008","1997","","2-3",2019,1,1,2,90,75,1,1,3,2,2,4,1,2,1,1,7,3,NA,NA,0,0,0,4,0,200,0,3,0,2,1,1,"[Identificación] Rejon localizado mediante croquis y estadillo del anterior jefe de equipo.
[ClaEsp] Aunque hay algunos pies de 021 en estado fustal el estado que predomina es el latizal.
[Pies Mayores] A 19g un 025 no entra por distancia: 10.2m al lateral. A 27g y 12.8m un 021 no entra por diametros. A 120g y 9.5m un 021 no entra por diametros.",2019-09-10,2000-01-01,2019-09-10,2000-01-01,49,"49.134","49.134.A.1"
"44311",49,139,"A","1",0,"1997","","1-3","1985","K","0003",2019,1,1,2,90,55,1,2,3,1,2,4,1,2,1,1,7,2,NA,NA,0,4,0,0,0,340,0,3,0,1,2,1,"[Identificación] Rejon localizado mediante croquis y estadill del anterior jefe de equipo.
[ClaEsp] Aunque hay algun pie en estado fustal el estado que predomina es el latizal.
[Selvicultura] Las terrazas estan perdidas.
[Pies Mayores] Pie 019 especie comprobada. A 265g un 021 se va por distancia: 10.1m al lateral. A 12.6m y 399g un 021 no entra por diametros.",2019-08-21,2000-01-01,2019-08-21,2000-01-01,49,"49.139","49.139.A.1"
"44319",49,151,"A","1",0,"1985","K","0012","1997","","2-4",2019,1,1,2,95,65,1,1,2,2,2,4,1,2,1,1,5,2,NA,NA,0,0,0,4,0,235,0,0.5,0,2,2,1,"Parcela localizada por ortofoto,croquis de referencias y pies mayores del IFn3.
Es una plantacion en la que los pinos quedan dispersos,no conservando el marco de plantacion original.
En el terreno  se observan acaballonados.
Dejo referencia con rumbo y distancia al vertice geodesico, como se indica en croquis.
[Identificación]
[Pies Mayores]
Pie 14 altura comprobada.
Pie a 231g y 13.1 no entra por diametro (219/221).
Pie a 332g y 12.2m no entra por diametro (211/231).
[Localización]
distancia 5m por abundancia de matorral.",2019-07-15,2000-01-01,2019-07-15,2000-01-01,49,"49.151","49.151.A.1"
"44320",49,152,"A","1",0,"1997","","1-3","1985","K","0001",2019,1,1,2,80,70,1,2,2,2,2,4,1,2,1,1,7,4,NA,NA,1,4,0,3,0,260,0,1,0,3,3,1,"[Identificación]Parcela localizada por croquis y pies mayores del IFN3, por el tecnico Paco Bernal que ha estado presente durante el levantamiento.
[Localización]Levantamiento dificil por lluvia.",2019-08-08,2000-01-01,2019-08-08,2000-01-01,49,"49.152","49.152.A.1"
"44434",49,352,"A","4",0,"1985","J","0012","1997","","2-2",2019,1,1,2,100,70,1,1,2,2,2,4,1,2,1,1,7,2,NA,NA,1,1,4,5,0,85,0,2,0,3,2,1,"[Identificación] No se localiza el rejon, se clasifica A4 en cruce de coordenadas. Parcela pinchada en una repoblacion de pino silvestre y nigra.
[Regeneración] No hay regeneracion en 5 metros.
[Matorral] Hay Chamaespartium tridentatum un 5%.",2019-07-22,2000-01-01,2019-07-22,2000-01-01,49,"49.352","49.352.A.4"
"44443",49,362,"A","1",0,"1985","J","0009","1997","","2-1",2019,1,1,2,95,70,1,1,4,2,3,4,1,2,1,1,7,2,NA,NA,0,4,0,0,0,110,0,6.5,0,2,3,2,"[Identificación]Parcela localizada mediante croquis y pies del IFN3.
[Pies Mayores]A 8.4m y 67g nigra no entra por Dn.
[Selvicultura]Las terrazas practicamente estan perdidas, por lo que no las considero.",2019-08-20,2000-01-01,2019-08-20,2000-01-01,49,"49.362","49.362.A.1"
"44587",49,582,"A","1",0,"1984","L","0003","1977","","3-1",2019,1,1,1,90,90,1,2,2,2,2,4,1,2,1,1,6,3,NA,NA,1,0,0,0,0,20,NA,0.75,NA,3,1,2,"rejon encontrada por fotos y pies del ifn3[Pies Mayores]pie 12y 14 medido a 1.1m
pie 5 medido a 1.2m
pie a 277g no entra por distancia 
pie 31 bifurcacion por encima de los 6m
[Selvicultura]entresaca ",2019-08-28,2000-01-01,2019-08-28,2000-01-01,49,"49.582","49.582.A.1"
"44632",49,673,"A","1",0,"1984","J","0003","197","","1-1",2019,1,1,1,95,85,1,2,1,2,3,4,1,2,1,1,11,2,NA,NA,1,0,0,0,0,245,NA,5.5,NA,2,2,2,"PARCELA LO MEDIANTE FOTOGRAFIAS AEREAS Y PIES MAYORES IFN3. EN IFN3 SE DIO LA MASA COO NATURALIZADA PERO LOS TRABAJOS SELVICOLAS QUE SUFRIO SE VE CLARO QUE ES PLANTACION.
[Regeneración] LAS ESPECIES 021 Y 025 EN REGENERACION SON TAN PEQUENAS QUE SON DIFICILES DE IDENTIFICAR.
[Riesgos] MOD COMBUSTIBLEMIXTO 11 Y 8.
[Pies Mayores]
021 A 14.8 MTS Y 50 GRS NO POR DIAMETRO (221-217)
025 A 15.1 MTS Y 305 GRS NO POR DISTAN
(254-261)
NO SE BARRENA PIE PROPUESTO POR TENER UN NIDO DE AVISPAS EN LA BASE.",2019-07-26,2000-01-01,2019-07-26,2000-01-01,49,"49.673","49.673.A.1"
